animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size,age_group
A1580286,2018-06-14,2018-06-18,TRAN,STRAY,SMALL,YOUNG
A1580291,2018-06-14,2018-06-15,LCOM,STRAY,SMALL,SENIOR
A1580298,2018-06-14,2018-06-20,TRAN,STRAY,SMALL,SENIOR
A1580306,2018-06-14,2018-06-21,LCOM,OTH,LARGE,ADULT
A1580307,2018-06-14,2018-06-15,LCOM,OTH,SMALL,SENIOR
A1580367,2018-06-15,2018-06-26,LCOM,STRAY,LARGE,JUVENILE
A1580381,2018-06-15,2018-06-16,LCOM,STRAY,MED,ADULT
A1402354,2018-06-15,2018-06-15,LCOM,STRAY,SMALL,YOUNG
A1580386,2018-06-15,2018-06-19,TRAN,STRAY,MED,ADULT
A1580393,2018-06-15,2018-06-22,LCOM,STRAY,MED,YOUNG
A1580398,2018-06-15,2018-07-01,LCOM,STRAY,MED,SENIOR
A1580432,2018-06-15,2018-06-17,LCOM,STRAY,MED,YOUNG
A1402354,2018-06-15,2018-06-15,NONL,OWNER,SMALL,YOUNG
A0789990,2018-06-15,2018-06-16,LCOM,STRAY,LARGE,SENIOR
A1580449,2018-06-15,2018-06-20,NONL,STRAY,SMALL,ADULT
A1567021,2018-06-15,2018-06-16,LCOM,STRAY,LARGE,ADULT
A1580462,2018-06-15,2018-06-23,LCOM,STRAY,MED,ADULT
A1580464,2018-06-15,2018-07-01,LCOM,STRAY,MED,ADULT
A1580475,2018-06-16,2018-06-16,LCOM,STRAY,MED,ADULT
A1580501,2018-06-16,2018-06-20,TRAN,STRAY,SMALL,ADULT
A1444162,2018-06-16,2018-06-16,LCOM,STRAY,MED,SENIOR
A1580504,2018-06-16,2018-06-21,LCOM,STRAY,MED,JUVENILE
A0705543,2018-06-16,2018-06-16,LCOM,STRAY,SMALL,SENIOR
A1580511,2018-06-16,2018-07-17,LCOM,STRAY,LARGE,YOUNG
A1579032,2018-06-16,2018-09-10,LCOM,OTH,LARGE,JUVENILE
A1580516,2018-06-16,2018-06-27,NONL,STRAY,LARGE,ADULT
A1580517,2018-06-16,2018-06-16,LCOM,STRAY,MED,ADULT
A1580518,2018-06-16,2018-06-16,LCOM,STRAY,LARGE,YOUNG
A1580523,2018-06-16,2018-06-20,LCOM,STRAY,SMALL,SENIOR
A1580524,2018-06-16,2018-06-24,LCOM,STRAY,LARGE,YOUNG
A1577208,2018-06-16,2018-06-17,LCOM,RET,LARGE,YOUNG
A1580535,2018-06-16,2018-06-21,LCOM,STRAY,MED,YOUNG
A1580536,2018-06-16,2018-06-16,LCOM,STRAY,LARGE,JUVENILE
A1580537,2018-06-16,2018-06-16,LCOM,STRAY,LARGE,JUVENILE
A1473917,2018-06-16,2018-06-17,LCOM,STRAY,LARGE,ADULT
A1580558,2018-06-16,2018-06-21,LCOM,STRAY,LARGE,YOUNG
A1580561,2018-06-16,2018-06-21,LCOM,STRAY,SMALL,YOUNG
A1580608,2018-06-16,2018-06-17,LCOM,STRAY,MED,YOUNG
A1580613,2018-06-16,2018-06-17,LCOM,STRAY,SMALL,YOUNG
A1580614,2018-06-16,2018-06-17,LCOM,STRAY,LARGE,ADULT
A1580615,2018-06-16,2018-07-23,TRAN,STRAY,LARGE,SENIOR
A1580562,2018-06-16,2018-06-19,LCOM,STRAY,SMALL,YOUNG
A1132662,2018-06-17,2018-06-17,LCOM,STRAY,MED,ADULT
A1546025,2018-06-17,2018-06-19,LCOM,STRAY,MED,ADULT
A1546023,2018-06-17,2018-06-18,LCOM,STRAY,MED,ADULT
A1578225,2018-06-17,2018-06-27,LCOM,RET,LARGE,YOUNG
A1536669,2018-06-17,2018-06-18,LCOM,OTH,SMALL,YOUNG
A1580678,2018-06-17,2018-06-17,NONL,STRAY,SMALL,ADULT
A1580683,2018-06-17,2018-06-18,TRAN,STRAY,PUPPY,JUVENILE
A1580696,2018-06-17,2018-06-22,LCOM,STRAY,SMALL,JUVENILE
A1580698,2018-06-17,2018-06-18,LCOM,STRAY,MED,ADULT
A1580702,2018-06-17,2018-06-22,LCOM,STRAY,SMALL,ADULT
A1441847,2018-06-17,2018-06-28,LCOM,STRAY,MED,ADULT
A1580709,2018-06-17,2018-06-18,LCOM,STRAY,MED,YOUNG
A1580712,2018-06-17,2018-06-18,LCOM,STRAY,SMALL,ADULT
A1472588,2018-06-17,2018-06-18,LCOM,STRAY,SMALL,YOUNG
A1200913,2018-06-17,2018-06-18,LCOM,STRAY,LARGE,ADULT
A1309397,2018-06-17,2018-06-18,LCOM,STRAY,MED,ADULT
A1580726,2018-06-17,2018-08-01,LCOM,STRAY,LARGE,ADULT
A1580729,2018-06-17,2018-06-22,LCOM,STRAY,LARGE,ADULT
A1580737,2018-06-18,2018-06-18,LCOM,OTH,MED,YOUNG
A1580738,2018-06-18,2018-06-23,LCOM,STRAY,LARGE,YOUNG
A1580739,2018-06-18,2018-06-23,LCOM,STRAY,SMALL,YOUNG
A0887952,2018-06-18,2018-06-20,LCOM,STRAY,SMALL,SENIOR
A1539252,2018-06-18,2018-06-27,LCOM,STRAY,LARGE,ADULT
A1579534,2018-06-18,2018-06-22,LCOM,RET,LARGE,ADULT
A1580767,2018-06-18,2018-06-23,LCOM,STRAY,LARGE,YOUNG
A1580776,2018-06-18,2018-06-27,LCOM,STRAY,MED,YOUNG
A1580789,2018-06-18,2018-06-22,TRAN,STRAY,LARGE,SENIOR
A1580804,2018-06-18,2018-06-23,LCOM,STRAY,LARGE,JUVENILE
A1580811,2018-06-18,2018-08-24,LCOM,STRAY,LARGE,ADULT
A1580846,2018-06-18,2018-06-23,LCOM,STRAY,MED,YOUNG
A1580848,2018-06-14,2018-06-18,TRAN,STRAY,PUPPY,JUVENILE
A1580847,2018-06-14,2018-06-18,TRAN,STRAY,PUPPY,JUVENILE
A1580849,2018-06-14,2018-06-18,TRAN,STRAY,PUPPY,JUVENILE
A1580850,2018-06-14,2018-06-18,TRAN,STRAY,PUPPY,JUVENILE
A1580851,2018-06-14,2018-06-18,TRAN,STRAY,PUPPY,JUVENILE
A1580852,2018-06-14,2018-06-18,TRAN,STRAY,PUPPY,JUVENILE
A1580854,2018-06-18,2018-06-24,LCOM,STRAY,LARGE,YOUNG
A1495779,2018-06-18,2018-06-19,LCOM,STRAY,LARGE,YOUNG
A1580904,2018-06-18,2018-06-30,LCOM,STRAY,SMALL,YOUNG
A1580908,2018-06-18,2018-06-27,LCOM,STRAY,PUPPY,JUVENILE
A1580910,2018-06-18,2018-06-27,LCOM,STRAY,PUPPY,JUVENILE
A1181657,2018-06-18,2018-06-21,NONL,OWNER,LARGE,ADULT
A1547143,2018-06-18,2018-06-28,LCOM,OTH,LARGE,ADULT
A1580959,2018-06-19,2018-06-20,LCOM,STRAY,MED,YOUNG
A1576500,2018-06-19,2018-06-22,LCOM,RET,MED,YOUNG
A1581010,2018-06-19,2018-07-01,LCOM,STRAY,SMALL,SENIOR
A1581031,2018-06-19,2018-06-20,LCOM,STRAY,LARGE,YOUNG
A1529605,2018-06-19,2018-06-20,LCOM,STRAY,MED,YOUNG
A1581116,2018-06-20,2018-06-20,NONL,STRAY,MED,ADULT
A1581146,2018-06-20,2018-07-31,LCOM,STRAY,LARGE,YOUNG
A1579095,2018-06-20,2018-07-02,LCOM,STRAY,MED,ADULT
A1581192,2018-06-20,2018-06-27,LCOM,STRAY,LARGE,JUVENILE
A1581198,2018-06-20,2018-06-28,LCOM,STRAY,SMALL,YOUNG
A1581204,2018-06-20,2018-06-29,LCOM,STRAY,MED,YOUNG
A1581224,2018-06-20,2018-06-27,LCOM,STRAY,SMALL,YOUNG
A1581225,2018-06-20,2018-06-23,LCOM,STRAY,MED,YOUNG
A1581289,2018-06-20,2018-06-27,LCOM,STRAY,MED,ADULT
A1579956,2018-06-20,2018-06-23,LCOM,OWNER,MED,YOUNG
A1581320,2018-06-20,2018-07-10,LCOM,OTH,LARGE,YOUNG
A1581324,2018-06-20,2018-06-24,LCOM,STRAY,MED,ADULT
A1411679,2018-06-21,2018-06-21,LCOM,STRAY,MED,ADULT
A1581353,2018-06-21,2018-06-21,LCOM,OTH,LARGE,ADULT
A1581364,2018-06-21,2018-06-29,LCOM,STRAY,LARGE,JUVENILE
A1156587,2018-06-21,2018-06-21,LCOM,STRAY,SMALL,SENIOR
A1581386,2018-06-21,2018-07-02,LCOM,STRAY,SMALL,ADULT
A1581387,2018-06-21,2018-06-30,LCOM,STRAY,SMALL,ADULT
A1581388,2018-06-21,2018-06-22,LCOM,STRAY,MED,ADULT
A1581405,2018-06-21,2018-06-23,LCOM,STRAY,MED,ADULT
A1573639,2018-06-21,2018-06-26,LCOM,OWNER,LARGE,JUVENILE
A1581432,2018-06-21,2018-06-22,LCOM,STRAY,SMALL,ADULT
A1581455,2018-06-21,2018-06-29,LCOM,STRAY,LARGE,YOUNG
A1581459,2018-06-21,2018-07-03,LCOM,STRAY,LARGE,YOUNG
A1581460,2018-06-21,2018-06-23,LCOM,STRAY,SMALL,JUVENILE
A1581510,2018-06-22,2018-07-03,TRAN,STRAY,SMALL,SENIOR
A1581517,2018-06-22,2018-06-23,LCOM,STRAY,MED,ADULT
A1581538,2018-06-22,2018-06-30,LCOM,STRAY,LARGE,ADULT
A1581545,2018-06-22,2018-07-07,LCOM,STRAY,LARGE,YOUNG
A1581566,2018-06-22,2018-06-29,LCOM,STRAY,PUPPY,JUVENILE
A1581572,2018-06-22,2018-06-30,LCOM,STRAY,MED,SENIOR
A1494215,2018-06-22,2018-06-23,LCOM,STRAY,LARGE,YOUNG
A1280217,2018-06-22,2018-06-23,LCOM,STRAY,MED,ADULT
A1581580,2018-06-22,2018-06-29,LCOM,OTH,LARGE,YOUNG
A1578197,2018-06-22,2018-06-22,LCOM,RET,PUPPY,JUVENILE
A1578202,2018-06-22,2018-06-22,LCOM,RET,PUPPY,JUVENILE
A1581606,2018-06-22,2018-06-29,LCOM,STRAY,MED,YOUNG
A1581611,2018-06-22,2018-06-23,LCOM,STRAY,MED,ADULT
A1581618,2018-06-22,2018-06-28,LCOM,STRAY,MED,JUVENILE
A1566427,2018-06-22,2018-10-23,TRAN,OTH,SMALL,ADULT
A1581653,2018-06-22,2018-06-27,TRAN,STRAY,MED,JUVENILE
A1581658,2018-06-22,2018-08-12,LCOM,STRAY,LARGE,ADULT
A1581664,2018-06-22,2018-06-23,LCOM,STRAY,MED,ADULT
A1559534,2018-06-23,2018-06-24,LCOM,STRAY,SMALL,YOUNG
A1581737,2018-06-23,2018-06-23,LCOM,STRAY,MED,ADULT
A1553322,2018-06-23,2018-06-23,LCOM,STRAY,SMALL,YOUNG
A1581786,2018-06-23,2018-06-24,LCOM,STRAY,LARGE,YOUNG
A1581788,2018-06-23,2018-06-25,LCOM,STRAY,LARGE,ADULT
A1581789,2018-06-23,2019-03-23,LCOM,STRAY,LARGE,YOUNG
A1581791,2018-06-23,2018-07-02,LCOM,STRAY,SMALL,YOUNG
A1581804,2018-06-23,2018-06-30,LCOM,STRAY,SMALL,YOUNG
A1581805,2018-06-23,2018-07-03,LCOM,STRAY,SMALL,ADULT
A1581817,2018-06-23,2018-06-25,LCOM,STRAY,SMALL,YOUNG
A1581827,2018-06-23,2018-06-28,LCOM,STRAY,SMALL,ADULT
A1571802,2018-06-23,2018-11-17,LCOM,RET,LARGE,JUVENILE
A1581951,2018-06-24,2018-06-30,LCOM,STRAY,PUPPY,JUVENILE
A1581955,2018-06-24,2018-07-02,LCOM,STRAY,SMALL,SENIOR
A1581974,2018-06-24,2018-06-30,LCOM,STRAY,PUPPY,JUVENILE
A1581981,2018-06-24,2018-07-17,LCOM,STRAY,LARGE,ADULT
A1581997,2018-06-24,2018-08-28,TRAN,STRAY,MED,ADULT
A1582006,2018-06-24,2018-06-30,LCOM,STRAY,LARGE,YOUNG
A1582007,2018-06-24,2018-07-05,LCOM,STRAY,MED,JUVENILE
A1582019,2018-06-24,2018-07-05,LCOM,STRAY,MED,JUVENILE
A1582030,2018-06-24,2018-06-26,LCOM,STRAY,MED,YOUNG
A1450863,2018-06-24,2018-06-25,LCOM,STRAY,SMALL,ADULT
A1467661,2018-06-24,2018-06-25,LCOM,STRAY,SMALL,ADULT
A1401183,2018-06-24,2018-06-25,LCOM,STRAY,MED,ADULT
A1582036,2018-06-24,2018-06-25,LCOM,STRAY,MED,ADULT
A1288554,2018-06-25,2018-06-25,LCOM,STRAY,LARGE,ADULT
A1582058,2018-06-25,2018-06-28,LCOM,STRAY,MED,YOUNG
A1582059,2018-06-25,2018-06-30,LCOM,STRAY,SMALL,YOUNG
A1451523,2018-06-25,2018-06-25,LCOM,STRAY,LARGE,ADULT
A1582087,2018-06-25,2018-07-01,LCOM,STRAY,MED,YOUNG
A1582106,2018-06-25,2018-06-30,LCOM,STRAY,SMALL,YOUNG
A1582129,2018-06-25,2018-06-30,LCOM,STRAY,PUPPY,JUVENILE
A1084431,2018-06-25,2018-06-25,LCOM,STRAY,MED,ADULT
A1582145,2018-06-25,2018-06-26,LCOM,STRAY,LARGE,JUVENILE
A1582149,2018-06-25,2018-06-30,LCOM,STRAY,SMALL,ADULT
A1582156,2018-06-25,2018-07-19,LCOM,OWNER,LARGE,JUVENILE
A1582175,2018-06-25,2019-11-22,TRAN,STRAY,LARGE,YOUNG
A1582190,2018-06-25,2018-06-30,LCOM,STRAY,LARGE,YOUNG
A1582191,2018-06-25,2018-06-30,LCOM,STRAY,LARGE,YOUNG
A1582200,2018-06-25,2018-06-30,LCOM,STRAY,MED,YOUNG
A1582264,2018-06-26,2018-07-05,LCOM,STRAY,SMALL,JUVENILE
A1582271,2018-06-26,2018-06-27,LCOM,STRAY,SMALL,ADULT
A1460264,2018-06-26,2018-06-29,LCOM,STRAY,LARGE,ADULT
A1582319,2018-06-26,2018-06-30,LCOM,STRAY,SMALL,JUVENILE
A1577208,2018-06-26,2018-06-29,LCOM,RET,LARGE,YOUNG
A1578800,2018-06-26,2018-07-07,LCOM,RET,LARGE,YOUNG
A1582373,2018-06-26,2018-06-30,LCOM,OTH,SMALL,YOUNG
A0749865,2018-06-26,2018-06-28,NONL,OTH,LARGE,SENIOR
A1582376,2018-06-26,2018-07-01,LCOM,STRAY,SMALL,YOUNG
A1582427,2018-06-26,2018-07-15,LCOM,STRAY,PUPPY,JUVENILE
A0832916,2018-06-26,2018-06-28,NONL,OTH,LARGE,SENIOR
A1582432,2018-06-26,2018-07-02,LCOM,STRAY,SMALL,YOUNG
A1582434,2018-06-26,2018-06-30,LCOM,STRAY,SMALL,YOUNG
A1582460,2018-06-27,2018-07-06,LCOM,STRAY,LARGE,YOUNG
A1582463,2018-06-27,2018-07-01,LCOM,STRAY,LARGE,YOUNG
A1577828,2018-06-27,2018-07-12,LCOM,RET,LARGE,SENIOR
A1582509,2018-06-27,2018-07-01,LCOM,STRAY,MED,ADULT
A1565577,2018-06-27,2018-06-29,LCOM,STRAY,PUPPY,JUVENILE
A1475519,2018-06-27,2018-06-28,LCOM,STRAY,LARGE,YOUNG
A1582514,2018-06-27,2018-06-28,LCOM,STRAY,MED,YOUNG
A1582516,2018-06-27,2018-12-26,LCOM,STRAY,LARGE,YOUNG
A1582546,2018-06-27,2018-07-01,LCOM,STRAY,LARGE,YOUNG
A1582545,2018-06-27,2018-07-01,LCOM,STRAY,SMALL,JUVENILE
A1582548,2018-06-27,2018-06-28,LCOM,STRAY,SMALL,JUVENILE
A1582559,2018-06-27,2018-06-30,LCOM,OTH,LARGE,ADULT
A1582578,2018-06-27,2018-07-01,LCOM,STRAY,MED,JUVENILE
A1175839,2018-06-27,2018-07-27,LCOM,OTH,SMALL,ADULT
A1176008,2018-06-27,2018-07-20,LCOM,OTH,SMALL,ADULT
A1582597,2018-06-27,2018-07-21,LCOM,OTH,SMALL,YOUNG
A1582622,2018-06-27,2018-06-28,LCOM,STRAY,MED,SENIOR
A1201642,2018-06-28,2018-06-28,LCOM,STRAY,MED,ADULT
A1578157,2018-06-28,2018-06-28,LCOM,RET,PUPPY,JUVENILE
A1582709,2018-06-28,2018-07-03,TRAN,STRAY,MED,ADULT
A1582706,2018-06-28,2018-06-30,LCOM,OTH,SMALL,YOUNG
A1582712,2018-06-28,2018-06-29,LCOM,STRAY,MED,ADULT
A1582713,2018-06-28,2018-06-29,LCOM,STRAY,LARGE,YOUNG
A1577372,2018-06-28,2018-06-30,LCOM,RET,SMALL,YOUNG
A1577374,2018-06-28,2018-06-30,LCOM,RET,PUPPY,JUVENILE
A1577375,2018-06-28,2018-06-30,LCOM,RET,PUPPY,JUVENILE
A0990555,2018-06-28,2018-06-30,LCOM,STRAY,SMALL,SENIOR
A1580558,2018-06-28,2018-06-28,LCOM,RET,LARGE,YOUNG
A1582739,2018-06-28,2018-07-05,LCOM,STRAY,LARGE,YOUNG
A1582746,2018-06-28,2018-06-29,LCOM,STRAY,SMALL,ADULT
A1582755,2018-06-28,2018-07-06,LCOM,STRAY,SMALL,ADULT
A1582757,2018-06-28,2018-06-29,LCOM,STRAY,LARGE,YOUNG
A1582759,2018-06-28,2018-07-02,LCOM,STRAY,MED,YOUNG
A1582770,2018-06-28,2018-07-05,LCOM,STRAY,SMALL,YOUNG
A1582775,2018-06-28,2018-07-09,LCOM,OTH,LARGE,YOUNG
A1065216,2018-06-28,2018-07-22,LCOM,OWNER,SMALL,SENIOR
A1582782,2018-06-28,2018-07-06,LCOM,STRAY,SMALL,ADULT
A1582780,2018-06-28,2018-07-05,LCOM,STRAY,LARGE,JUVENILE
A1305056,2018-06-28,2018-07-08,LCOM,OTH,LARGE,ADULT
A1582744,2018-06-28,2018-07-05,LCOM,STRAY,LARGE,JUVENILE
A1263840,2018-06-28,2018-07-13,LCOM,OWNER,LARGE,SENIOR
A1582815,2018-06-29,2018-07-05,LCOM,STRAY,PUPPY,JUVENILE
A1498469,2018-06-29,2018-06-30,LCOM,STRAY,MED,YOUNG
A1498468,2018-06-29,2018-06-30,LCOM,STRAY,LARGE,YOUNG
A1432179,2018-06-29,2018-06-30,LCOM,STRAY,SMALL,YOUNG
A1582832,2018-06-29,2018-07-12,LCOM,STRAY,SMALL,JUVENILE
A1545265,2018-06-29,2018-07-17,LCOM,RET,LARGE,ADULT
A1582843,2018-06-29,2018-07-05,LCOM,STRAY,SMALL,YOUNG
A1366392,2018-06-29,2018-06-29,LCOM,STRAY,LARGE,ADULT
A1367053,2018-06-29,2018-06-30,LCOM,STRAY,MED,ADULT
A1366393,2018-06-29,2018-06-29,LCOM,STRAY,LARGE,ADULT
A1582858,2018-06-29,2018-06-30,LCOM,STRAY,PUPPY,JUVENILE
A1479973,2018-06-29,2018-07-09,LCOM,OTH,LARGE,YOUNG
A1582871,2018-06-29,2018-07-17,LCOM,STRAY,LARGE,YOUNG
A1582881,2018-06-29,2018-07-08,LCOM,STRAY,LARGE,ADULT
A0945315,2018-06-29,2018-06-29,LCOM,STRAY,SMALL,SENIOR
A1582888,2018-06-29,2018-07-02,LCOM,STRAY,MED,YOUNG
A1582893,2018-06-29,2018-07-07,LCOM,STRAY,LARGE,YOUNG
A1582905,2018-06-29,2018-06-30,LCOM,STRAY,MED,YOUNG
A0857612,2018-06-30,2018-06-30,LCOM,STRAY,LARGE,SENIOR
A1582949,2018-06-30,2018-07-05,LCOM,STRAY,MED,ADULT
A1582975,2018-06-30,2018-07-18,LCOM,STRAY,LARGE,YOUNG
A1582981,2018-06-30,2018-07-01,LCOM,STRAY,SMALL,YOUNG
A1582982,2018-06-30,2018-07-01,LCOM,STRAY,SMALL,ADULT
A1582985,2018-06-30,2018-07-05,LCOM,STRAY,SMALL,JUVENILE
A1582986,2018-06-30,2018-07-06,LCOM,STRAY,SMALL,YOUNG
A1582996,2018-06-30,2018-07-10,LCOM,STRAY,LARGE,ADULT
A1583011,2018-06-30,2018-07-05,LCOM,STRAY,MED,YOUNG
A1583017,2018-06-30,2018-07-01,LCOM,STRAY,LARGE,YOUNG
A1583020,2018-06-30,2018-06-30,NONL,STRAY,PUPPY,JUVENILE
A1583024,2018-06-30,2018-07-01,LCOM,STRAY,LARGE,JUVENILE
A1347790,2018-06-30,2018-07-01,LCOM,OTH,SMALL,ADULT
A1468924,2018-07-01,2018-07-01,LCOM,STRAY,LARGE,ADULT
A1583050,2018-07-01,2018-07-06,LCOM,STRAY,LARGE,ADULT
A1583039,2018-06-30,2018-07-06,LCOM,STRAY,MED,YOUNG
A1583040,2018-06-30,2018-07-05,LCOM,STRAY,SMALL,YOUNG
A1574339,2018-07-01,2018-07-01,LCOM,STRAY,SMALL,ADULT
A1035007,2018-07-01,2018-07-01,LCOM,STRAY,SMALL,ADULT
A1583074,2018-07-01,2018-07-07,LCOM,STRAY,SMALL,ADULT
A1583092,2018-07-01,2018-07-03,LCOM,STRAY,SMALL,YOUNG
A1583093,2018-07-01,2018-07-24,TRAN,STRAY,SMALL,ADULT
A1583105,2018-07-01,2018-07-06,LCOM,STRAY,MED,JUVENILE
A1583106,2018-07-01,2018-07-06,LCOM,STRAY,LARGE,JUVENILE
A1583108,2018-07-01,2018-07-05,NONL,OTH,LARGE,YOUNG
A1378315,2018-07-01,2018-07-03,LCOM,OTH,LARGE,YOUNG
A1583126,2018-07-01,2018-07-08,LCOM,STRAY,MED,ADULT
A1583128,2018-07-01,2018-07-06,LCOM,STRAY,MED,ADULT
A1132288,2018-07-02,2018-07-05,LCOM,STRAY,LARGE,ADULT
A1583177,2018-07-02,2018-07-07,LCOM,STRAY,SMALL,YOUNG
A1583178,2018-07-02,2018-07-08,LCOM,STRAY,SMALL,ADULT
A1583190,2018-07-02,2018-07-07,LCOM,STRAY,SMALL,YOUNG
A1583192,2018-07-02,2018-07-13,LCOM,STRAY,SMALL,YOUNG
A1583191,2018-07-02,2018-10-01,NONL,OTH,LARGE,YOUNG
A1583194,2018-07-02,2018-07-07,LCOM,STRAY,PUPPY,JUVENILE
A1583193,2018-07-02,2018-07-03,LCOM,STRAY,MED,ADULT
A1583195,2018-07-02,2018-07-03,LCOM,STRAY,SMALL,YOUNG
A1583198,2018-07-02,2018-07-13,LCOM,STRAY,PUPPY,JUVENILE
A1583208,2018-07-02,2018-07-18,LCOM,STRAY,LARGE,ADULT
A1583219,2018-07-02,2018-07-06,LCOM,STRAY,PUPPY,JUVENILE
A1583223,2018-07-02,2018-07-21,LCOM,STRAY,MED,ADULT
A1583226,2018-07-02,2018-07-09,LCOM,STRAY,SMALL,SENIOR
A1583227,2018-07-02,2018-07-07,LCOM,STRAY,SMALL,ADULT
A1583233,2018-07-02,2018-08-18,LCOM,STRAY,SMALL,SENIOR
A1583243,2018-07-02,2018-08-18,LCOM,STRAY,SMALL,ADULT
A1583245,2018-07-02,2018-07-19,LCOM,STRAY,LARGE,ADULT
A1583272,2018-07-02,2018-07-14,LCOM,STRAY,MED,ADULT
A1583277,2018-07-02,2018-07-03,NONL,STRAY,PUPPY,JUVENILE
A1583279,2018-07-02,2018-07-13,LCOM,STRAY,SMALL,YOUNG
A1583280,2018-07-02,2018-07-22,LCOM,STRAY,LARGE,YOUNG
A1583282,2018-07-02,2018-07-03,LCOM,STRAY,MED,YOUNG
A1583284,2018-07-02,2018-07-03,LCOM,STRAY,LARGE,YOUNG
A1417748,2018-07-02,2018-07-05,LCOM,STRAY,MED,ADULT
A1302130,2018-07-02,2018-07-03,LCOM,STRAY,SMALL,ADULT
A1481543,2018-07-02,2018-07-13,LCOM,STRAY,LARGE,YOUNG
A1580035,2018-07-03,2018-07-05,LCOM,RET,LARGE,YOUNG
A1583313,2018-07-03,2018-07-09,TRAN,STRAY,LARGE,JUVENILE
A1583314,2018-07-03,2018-07-09,TRAN,STRAY,LARGE,JUVENILE
A1583315,2018-07-03,2018-07-09,TRAN,STRAY,LARGE,JUVENILE
A1583316,2018-07-03,2018-07-09,TRAN,STRAY,LARGE,JUVENILE
A1583326,2018-07-03,2018-07-07,LCOM,STRAY,LARGE,ADULT
A1481073,2018-07-03,2018-07-05,LCOM,STRAY,MED,YOUNG
A1583337,2018-07-03,2018-07-10,LCOM,STRAY,MED,ADULT
A1583346,2018-07-03,2018-07-25,LCOM,STRAY,MED,ADULT
A1583348,2018-07-03,2018-07-13,LCOM,STRAY,LARGE,YOUNG
A1583363,2018-07-03,2018-07-20,LCOM,STRAY,MED,JUVENILE
A1583364,2018-07-03,2018-07-13,LCOM,STRAY,SMALL,YOUNG
A1583365,2018-07-03,2018-07-13,LCOM,STRAY,SMALL,YOUNG
A1583405,2018-07-03,2018-07-14,LCOM,STRAY,MED,YOUNG
A1583429,2018-07-03,2018-07-13,LCOM,STRAY,LARGE,YOUNG
A1024320,2018-07-03,2018-07-05,LCOM,STRAY,SMALL,ADULT
A1583432,2018-07-03,2018-07-09,TRAN,STRAY,PUPPY,JUVENILE
A1583434,2018-07-03,2018-07-16,LCOM,STRAY,MED,ADULT
A1583437,2018-07-03,2018-10-21,TRAN,OTH,MED,YOUNG
A1583438,2018-07-04,2018-07-06,LCOM,STRAY,MED,ADULT
A1583464,2018-07-04,2018-07-18,LCOM,STRAY,MED,JUVENILE
A1583465,2018-07-04,2018-07-08,TRAN,STRAY,SMALL,YOUNG
A1583466,2018-07-04,2018-07-05,LCOM,STRAY,MED,JUVENILE
A1583470,2018-07-04,2018-08-23,LCOM,STRAY,MED,YOUNG
A1583475,2018-07-04,2018-07-17,LCOM,STRAY,SMALL,YOUNG
A1466057,2018-07-04,2018-07-21,LCOM,STRAY,MED,SENIOR
A1583484,2018-07-04,2018-07-07,LCOM,STRAY,MED,YOUNG
A1583485,2018-07-04,2018-07-18,LCOM,STRAY,PUPPY,JUVENILE
A1583487,2018-07-04,2018-07-18,LCOM,STRAY,MED,YOUNG
A1583486,2018-07-04,2018-07-18,LCOM,STRAY,PUPPY,JUVENILE
A1583490,2018-07-04,2018-07-06,LCOM,STRAY,SMALL,ADULT
A1583491,2018-07-04,2018-07-06,LCOM,STRAY,SMALL,ADULT
A1376301,2018-07-04,2018-07-05,LCOM,STRAY,SMALL,ADULT
A1583495,2018-07-04,2018-08-15,LCOM,STRAY,MED,YOUNG
A1583496,2018-07-04,2018-08-04,LCOM,STRAY,LARGE,YOUNG
A1583497,2018-07-04,2018-07-20,LCOM,STRAY,SMALL,YOUNG
A1583498,2018-07-04,2018-07-26,LCOM,STRAY,SMALL,ADULT
A1278161,2018-07-04,2018-07-05,LCOM,STRAY,MED,ADULT
A1583499,2018-07-04,2018-07-05,LCOM,STRAY,LARGE,YOUNG
A0961751,2018-07-04,2018-07-05,LCOM,STRAY,MED,SENIOR
A1011399,2018-07-04,2018-07-05,LCOM,STRAY,SMALL,ADULT
A1583509,2018-07-04,2018-07-22,LCOM,STRAY,MED,ADULT
A1583510,2018-07-04,2018-07-18,LCOM,STRAY,MED,YOUNG
A1583512,2018-07-04,2018-07-05,LCOM,STRAY,MED,YOUNG
A1583502,2018-07-04,2018-07-11,LCOM,STRAY,SMALL,JUVENILE
A1056651,2018-07-04,2018-07-05,LCOM,STRAY,MED,SENIOR
A1583513,2018-07-05,2018-07-09,TRAN,STRAY,SMALL,ADULT
A1134466,2018-07-05,2018-07-05,LCOM,STRAY,SMALL,SENIOR
A1583527,2018-07-05,2018-07-18,LCOM,STRAY,MED,YOUNG
A1583529,2018-07-05,2018-07-06,LCOM,STRAY,SMALL,ADULT
A0967476,2018-07-05,2018-07-05,LCOM,STRAY,LARGE,ADULT
A1579009,2018-07-05,2018-07-31,LCOM,RET,LARGE,YOUNG
A1043675,2018-07-05,2018-08-18,LCOM,OTH,MED,SENIOR
A1582087,2018-07-05,2018-07-16,LCOM,RET,MED,ADULT
A1583550,2018-07-05,2018-08-06,LCOM,STRAY,LARGE,ADULT
A1583552,2018-07-05,2018-07-27,LCOM,STRAY,LARGE,YOUNG
