animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size,age_group
A1774015,2022-07-11,2022-07-15,LCOM,STRAY,SMALL,JUVENILE
A1770398,2022-07-11,2022-07-12,LCOM,RET,PUPPY,JUVENILE
A1774031,2022-07-11,2022-08-05,LCOM,OTH,LARGE,JUVENILE
A1774035,2022-07-12,2022-07-17,LCOM,STRAY,SMALL,ADULT
A1774036,2022-07-12,2022-07-24,LCOM,STRAY,LARGE,ADULT
A1552470,2022-07-12,2022-07-19,LCOM,OTH,LARGE,ADULT
A1774044,2022-07-12,2022-07-19,LCOM,OTH,SMALL,JUVENILE
A1774066,2022-07-12,2022-07-21,LCOM,STRAY,SMALL,JUVENILE
A1774067,2022-07-12,2022-07-17,LCOM,STRAY,SMALL,JUVENILE
A1774099,2022-07-12,2022-07-15,NONL,OTH,LARGE,ADULT
A1774100,2022-07-12,2022-08-06,LCOM,OTH,MED,YOUNG
A1774132,2022-07-12,2022-07-13,LCOM,OTH,SMALL,YOUNG
A1774148,2022-07-12,2022-07-20,LCOM,STRAY,LARGE,JUVENILE
A1774158,2022-07-12,2022-07-19,LCOM,STRAY,MED,YOUNG
A1774175,2022-07-13,2022-07-13,LCOM,OTH,LARGE,ADULT
A1774176,2022-07-13,2022-07-13,LCOM,OTH,LARGE,ADULT
A1774180,2022-07-13,2022-07-13,LCOM,OTH,LARGE,YOUNG
A1774182,2022-07-13,2022-07-15,LCOM,STRAY,SMALL,ADULT
A1774243,2022-07-13,2022-07-14,LCOM,OTH,MED,YOUNG
A1774270,2022-07-13,2022-07-17,LCOM,STRAY,MED,YOUNG
A1774279,2022-07-13,2022-07-20,LCOM,STRAY,SMALL,ADULT
A1774329,2022-07-13,2022-08-19,TRAN,STRAY,MED,YOUNG
A1774332,2022-07-13,2022-07-28,TRAN,STRAY,MED,YOUNG
A1750827,2022-07-13,2022-08-22,NONL,RET,LARGE,YOUNG
A1774346,2022-07-13,2022-07-18,LCOM,STRAY,PUPPY,JUVENILE
A1774386,2022-07-14,2022-07-16,LCOM,STRAY,MED,YOUNG
A1774390,2022-07-14,2022-07-19,LCOM,STRAY,SMALL,YOUNG
A1774001,2022-07-14,2022-07-19,LCOM,OWNER,LARGE,ADULT
A1774436,2022-07-14,2022-07-28,NONL,STRAY,MED,YOUNG
A1774442,2022-07-14,2022-07-18,LCOM,OTH,SMALL,ADULT
A1774446,2022-07-14,2022-07-18,LCOM,STRAY,SMALL,ADULT
A1774447,2022-07-14,2022-07-18,LCOM,STRAY,SMALL,ADULT
A1774448,2022-07-14,2022-07-20,LCOM,STRAY,SMALL,YOUNG
A1774450,2022-07-14,2022-07-18,LCOM,STRAY,SMALL,YOUNG
A1774459,2022-07-14,2023-01-03,TRAN,STRAY,LARGE,JUVENILE
A1847968,2022-07-14,2022-08-06,LCOM,RET,LARGE,JUVENILE
A1774510,2022-07-15,2022-07-28,LCOM,STRAY,MED,YOUNG
A1774511,2022-07-15,2022-08-28,LCOM,STRAY,LARGE,JUVENILE
A1774562,2022-07-15,2022-08-07,NONL,STRAY,LARGE,YOUNG
A1774534,2022-07-15,2022-07-15,LCOM,OTH,LARGE,YOUNG
A1774534,2022-07-15,2022-07-29,NONL,OTH,LARGE,YOUNG
A1774593,2022-07-16,2022-07-25,LCOM,STRAY,LARGE,JUVENILE
A1774594,2022-07-16,2022-08-06,LCOM,STRAY,LARGE,YOUNG
A1774595,2022-07-16,2022-07-23,LCOM,STRAY,LARGE,YOUNG
A1388722,2022-07-16,2022-07-16,LCOM,STRAY,MED,SENIOR
A1774600,2022-07-16,2022-09-28,LCOM,STRAY,LARGE,YOUNG
A1774601,2022-07-16,2022-07-20,LCOM,STRAY,MED,JUVENILE
A1774603,2022-07-16,2022-07-17,LCOM,STRAY,MED,YOUNG
A1774605,2022-07-16,2022-07-18,LCOM,STRAY,SMALL,SENIOR
A1774606,2022-07-16,2022-07-20,LCOM,STRAY,MED,JUVENILE
A1774610,2022-07-16,2022-07-16,LCOM,STRAY,LARGE,ADULT
A1774611,2022-07-16,2022-07-20,LCOM,STRAY,SMALL,JUVENILE
A1774623,2022-07-16,2022-07-20,LCOM,STRAY,SMALL,JUVENILE
A1752042,2022-07-16,2022-07-19,LCOM,OTH,SMALL,ADULT
A1750970,2022-07-16,2022-07-20,LCOM,OTH,MED,YOUNG
A1774660,2022-07-17,2023-01-22,LCOM,STRAY,LARGE,YOUNG
A1774667,2022-07-17,2022-07-22,TRAN,STRAY,SMALL,SENIOR
A1750057,2022-07-17,2022-08-20,LCOM,RET,LARGE,ADULT
A1774671,2022-07-17,2022-08-19,TRAN,STRAY,LARGE,ADULT
A1774677,2022-07-17,2022-07-18,LCOM,STRAY,MED,YOUNG
A1774678,2022-07-17,2022-07-18,LCOM,STRAY,LARGE,JUVENILE
A1774687,2022-07-17,2022-07-29,LCOM,STRAY,MED,ADULT
A1662724,2022-07-17,2022-07-19,LCOM,STRAY,LARGE,ADULT
A1771652,2022-07-17,2022-08-02,LCOM,RET,LARGE,YOUNG
A1748423,2022-07-17,2022-07-17,LCOM,STRAY,LARGE,YOUNG
A1084020,2022-07-17,2022-07-19,LCOM,STRAY,SMALL,SENIOR
A1774729,2022-07-17,2022-08-17,TRAN,STRAY,LARGE,ADULT
A1753475,2022-07-17,2022-07-27,LCOM,OTH,MED,YOUNG
A1774735,2022-07-17,2022-09-12,LCOM,STRAY,LARGE,YOUNG
A1768434,2022-07-17,2022-07-20,LCOM,OTH,MED,YOUNG
A1696601,2022-07-17,2022-07-20,LCOM,OTH,SMALL,ADULT
A1773391,2022-07-18,2022-07-18,LCOM,RET,PUPPY,JUVENILE
A1774769,2022-07-18,2022-07-28,LCOM,STRAY,LARGE,YOUNG
A1773040,2022-07-18,2022-07-19,LCOM,RET,MED,YOUNG
A1774772,2022-07-18,2022-08-22,TRAN,OTH,SMALL,YOUNG
A1774015,2022-07-18,2022-07-20,LCOM,RET,SMALL,JUVENILE
A1774831,2022-07-18,2022-07-18,LCOM,STRAY,SMALL,SENIOR
A1774836,2022-07-18,2022-07-21,LCOM,OTH,MED,ADULT
A1774837,2022-07-18,2022-07-23,LCOM,STRAY,SMALL,JUVENILE
A1774848,2022-07-18,2022-07-22,LCOM,STRAY,PUPPY,JUVENILE
A1774853,2022-07-18,2022-07-22,LCOM,STRAY,MED,YOUNG
A1774854,2022-07-18,2022-07-22,LCOM,STRAY,PUPPY,JUVENILE
A1775017,2022-07-19,2022-07-19,LCOM,STRAY,MED,JUVENILE
A1770240,2022-07-19,2022-07-20,LCOM,RET,PUPPY,JUVENILE
A1555841,2022-07-19,2022-07-29,NONL,OTH,MED,ADULT
A1775053,2022-07-19,2022-07-30,LCOM,STRAY,LARGE,ADULT
A1772359,2022-07-19,2022-08-28,LCOM,RET,LARGE,ADULT
A1775098,2022-07-19,2022-10-24,TRAN,STRAY,LARGE,YOUNG
A1775099,2022-07-19,2022-10-24,TRAN,STRAY,LARGE,JUVENILE
A1775100,2022-07-19,2022-10-24,TRAN,STRAY,LARGE,JUVENILE
A1775103,2022-07-19,2022-10-22,TRAN,STRAY,LARGE,JUVENILE
A1775111,2022-07-19,2022-10-29,LCOM,OTH,LARGE,YOUNG
A1775118,2022-07-19,2022-07-23,LCOM,STRAY,MED,JUVENILE
A1775184,2022-07-20,2022-08-11,LCOM,STRAY,LARGE,JUVENILE
A1775185,2022-07-20,2022-08-06,LCOM,STRAY,LARGE,YOUNG
A1771950,2022-07-20,2022-07-22,LCOM,RET,MED,YOUNG
A1775219,2022-07-20,2022-07-20,TRAN,STRAY,PUPPY,JUVENILE
A1775224,2022-07-20,2022-07-29,LCOM,STRAY,SMALL,SENIOR
A1775232,2022-07-20,2022-07-24,LCOM,STRAY,PUPPY,JUVENILE
A1775235,2022-07-20,2022-07-20,NONL,STRAY,SMALL,_UNKNOWN_
A1775236,2022-07-20,2022-07-20,NONL,STRAY,SMALL,_UNKNOWN_
A1775237,2022-07-20,2022-07-20,NONL,STRAY,SMALL,_UNKNOWN_
A1775234,2022-07-21,2022-08-14,LCOM,OWNER,LARGE,JUVENILE
A1627833,2022-07-21,2022-07-26,LCOM,OTH,SMALL,ADULT
A1775293,2022-07-21,2022-07-25,LCOM,STRAY,PUPPY,JUVENILE
A1622560,2022-07-21,2022-07-22,LCOM,OTH,LARGE,ADULT
A1775313,2022-07-21,2022-08-02,LCOM,STRAY,SMALL,JUVENILE
A1775319,2022-07-21,2022-08-07,LCOM,STRAY,LARGE,YOUNG
A1775321,2022-07-21,2022-07-24,LCOM,STRAY,SMALL,ADULT
A1775323,2022-07-21,2022-07-24,LCOM,STRAY,LARGE,YOUNG
A1775324,2022-07-21,2022-07-24,LCOM,STRAY,LARGE,YOUNG
A1775326,2022-07-21,2023-03-31,LCOM,OTH,LARGE,YOUNG
A1775352,2022-07-21,2022-08-30,LCOM,STRAY,MED,YOUNG
A1775358,2022-07-21,2022-09-30,LCOM,STRAY,LARGE,YOUNG
A1775364,2022-07-22,2022-07-22,LCOM,STRAY,LARGE,SENIOR
A1773493,2022-07-21,2022-08-19,LCOM,RET,LARGE,YOUNG
A1775400,2022-07-22,2022-07-23,LCOM,OTH,MED,YOUNG
A1774815,2022-07-22,2022-08-03,LCOM,OWNER,LARGE,YOUNG
A1775408,2022-07-22,2022-09-10,LCOM,STRAY,LARGE,YOUNG
A1728571,2022-07-22,2022-08-01,LCOM,STRAY,LARGE,YOUNG
A1775438,2022-07-22,2022-07-22,NONL,STRAY,LARGE,ADULT
A1775439,2022-07-22,2022-07-27,LCOM,STRAY,MED,YOUNG
A1775476,2022-07-22,2022-07-24,LCOM,STRAY,LARGE,YOUNG
A1155507,2022-07-23,2022-07-25,LCOM,STRAY,SMALL,SENIOR
A1741919,2022-07-23,2022-07-23,LCOM,STRAY,LARGE,YOUNG
A1209212,2022-07-23,2022-07-23,LCOM,STRAY,LARGE,SENIOR
A1775532,2022-07-23,2022-10-19,LCOM,STRAY,LARGE,ADULT
A1775543,2022-07-23,2022-07-23,LCOM,STRAY,MED,YOUNG
A1734809,2022-07-23,2022-09-10,LCOM,OWNER,MED,SENIOR
A1775565,2022-07-23,2022-08-05,TRAN,STRAY,SMALL,SENIOR
A1775587,2022-07-24,2022-08-08,TRAN,STRAY,LARGE,YOUNG
A1775597,2022-07-24,2022-07-28,LCOM,STRAY,SMALL,JUVENILE
A1424921,2022-07-24,2022-07-24,LCOM,STRAY,SMALL,ADULT
A1742271,2022-07-24,2022-07-24,LCOM,STRAY,LARGE,ADULT
A1775607,2022-07-24,2022-07-25,LCOM,STRAY,LARGE,SENIOR
A1693316,2022-07-25,2023-02-22,LCOM,STRAY,LARGE,ADULT
A1693317,2022-07-25,2022-08-05,LCOM,STRAY,MED,YOUNG
A1762662,2022-07-25,2022-08-23,TRAN,OTH,SMALL,YOUNG
A1775703,2022-07-25,2022-09-01,TRAN,STRAY,MED,ADULT
A1775709,2022-07-25,2022-07-29,LCOM,STRAY,SMALL,JUVENILE
A1771950,2022-07-25,2022-07-27,LCOM,RET,MED,YOUNG
A1775711,2022-07-25,2022-07-30,LCOM,STRAY,SMALL,JUVENILE
A1775720,2022-07-25,2022-07-26,LCOM,STRAY,SMALL,SENIOR
A1775759,2022-07-25,2022-08-30,LCOM,STRAY,LARGE,JUVENILE
A1775768,2022-07-25,2022-08-08,LCOM,STRAY,MED,YOUNG
A1775851,2022-07-26,2022-07-30,LCOM,STRAY,PUPPY,JUVENILE
A1775852,2022-07-26,2022-07-31,LCOM,STRAY,PUPPY,JUVENILE
A1775854,2022-07-26,2022-07-31,LCOM,STRAY,PUPPY,JUVENILE
A1775859,2022-07-26,2022-09-10,LCOM,STRAY,LARGE,JUVENILE
A1775870,2022-07-26,2022-07-31,LCOM,STRAY,PUPPY,JUVENILE
A1775872,2022-07-26,2022-08-02,LCOM,STRAY,SMALL,JUVENILE
A1775865,2022-07-26,2022-08-11,NONL,OWNER,LARGE,YOUNG
A1773762,2022-07-26,2022-09-10,TRAN,RET,SMALL,ADULT
A1775916,2022-07-26,2022-07-27,LCOM,STRAY,MED,YOUNG
A1775919,2022-07-26,2022-08-02,NONL,OTH,LARGE,YOUNG
A1770559,2022-07-26,2022-07-26,LCOM,RET,PUPPY,JUVENILE
A1081470,2022-07-26,2022-07-27,LCOM,STRAY,MED,SENIOR
A1775929,2022-07-26,2022-07-30,LCOM,STRAY,MED,JUVENILE
A1775901,2022-07-26,2022-08-09,LCOM,OWNER,LARGE,YOUNG
A1775945,2022-07-26,2022-08-17,TRAN,STRAY,SMALL,YOUNG
A1775947,2022-07-26,2022-11-04,LCOM,OTH,LARGE,ADULT
A1775950,2022-07-26,2022-07-28,LCOM,STRAY,SMALL,SENIOR
A1727127,2022-07-26,2022-07-29,LCOM,OTH,LARGE,SENIOR
A1775956,2022-07-26,2022-07-31,LCOM,STRAY,PUPPY,JUVENILE
A1775963,2022-07-26,2022-07-27,LCOM,STRAY,LARGE,ADULT
A1775968,2022-07-27,2022-07-31,LCOM,STRAY,PUPPY,JUVENILE
A1775969,2022-07-27,2022-07-31,LCOM,STRAY,LARGE,JUVENILE
A1775970,2022-07-27,2022-08-03,LCOM,STRAY,MED,ADULT
A1775998,2022-07-27,2022-10-11,TRAN,STRAY,MED,JUVENILE
A1776034,2022-07-27,2022-08-05,TRAN,STRAY,SMALL,SENIOR
A1776035,2022-07-27,2022-08-04,LCOM,STRAY,MED,JUVENILE
A1776037,2022-07-27,2022-07-30,LCOM,STRAY,SMALL,JUVENILE
A1776041,2022-07-27,2022-08-11,LCOM,STRAY,LARGE,JUVENILE
A1776042,2022-07-27,2022-08-01,LCOM,STRAY,LARGE,JUVENILE
A1776058,2022-07-27,2022-07-28,LCOM,STRAY,LARGE,YOUNG
A1776093,2022-07-27,2022-08-02,LCOM,OTH,LARGE,YOUNG
A1776119,2022-07-28,2022-08-19,NONL,OTH,MED,YOUNG
A1776128,2022-07-28,2022-08-01,LCOM,STRAY,LARGE,YOUNG
A1579445,2022-07-28,2022-10-01,LCOM,STRAY,LARGE,ADULT
A1758302,2022-07-28,2022-08-01,LCOM,OTH,MED,ADULT
A1776198,2022-07-28,2022-08-01,LCOM,STRAY,MED,YOUNG
A1776199,2022-07-28,2022-08-01,LCOM,STRAY,SMALL,YOUNG
A1776200,2022-07-28,2022-08-02,LCOM,STRAY,MED,YOUNG
A1776204,2022-07-28,2022-08-02,LCOM,STRAY,MED,JUVENILE
A1533667,2022-07-28,2022-07-30,LCOM,STRAY,LARGE,ADULT
A1776243,2022-07-29,2022-07-29,NONL,STRAY,MED,YOUNG
A1776244,2022-07-29,2022-08-06,TRAN,STRAY,SMALL,ADULT
A1771783,2022-07-29,2022-10-22,TRAN,RET,LARGE,YOUNG
A1776267,2022-07-29,2022-08-03,LCOM,STRAY,SMALL,JUVENILE
A1776268,2022-07-29,2022-08-03,LCOM,STRAY,SMALL,YOUNG
A1776271,2022-07-29,2022-08-04,LCOM,STRAY,MED,YOUNG
A1776273,2022-07-29,2022-08-04,LCOM,STRAY,MED,YOUNG
A1776274,2022-07-29,2022-08-02,LCOM,STRAY,MED,YOUNG
A1776275,2022-07-29,2022-08-02,LCOM,STRAY,PUPPY,JUVENILE
A1776276,2022-07-29,2022-08-02,LCOM,STRAY,PUPPY,JUVENILE
A1776279,2022-07-29,2022-08-15,TRAN,STRAY,LARGE,ADULT
A1767876,2022-07-29,2023-04-03,LCOM,RET,LARGE,YOUNG
A1776287,2022-07-29,2022-08-03,LCOM,STRAY,SMALL,ADULT
A1776308,2022-07-29,2022-08-02,LCOM,STRAY,LARGE,JUVENILE
A1776309,2022-07-29,2022-08-02,LCOM,STRAY,LARGE,JUVENILE
A1776342,2022-07-29,2022-08-25,LCOM,OTH,PUPPY,JUVENILE
A1776343,2022-07-29,2022-08-25,LCOM,OTH,PUPPY,JUVENILE
A1776374,2022-07-30,2022-08-04,LCOM,STRAY,LARGE,YOUNG
A1776380,2022-07-30,2022-07-30,LCOM,STRAY,SMALL,SENIOR
A1776388,2022-08-02,2022-08-06,LCOM,STRAY,SMALL,YOUNG
A1776395,2022-07-30,2022-08-05,LCOM,STRAY,SMALL,SENIOR
A1776399,2022-07-30,2022-09-07,TRAN,STRAY,LARGE,JUVENILE
A1776401,2022-07-30,2022-08-04,LCOM,STRAY,SMALL,SENIOR
A1776405,2022-07-30,2022-08-19,LCOM,STRAY,SMALL,JUVENILE
A1776408,2022-07-30,2022-08-06,LCOM,STRAY,LARGE,YOUNG
A1776410,2022-07-30,2022-09-02,TRAN,STRAY,SMALL,ADULT
A1776415,2022-07-30,2022-07-31,LCOM,STRAY,SMALL,ADULT
A1776422,2022-07-30,2022-08-26,TRAN,STRAY,LARGE,YOUNG
A1776424,2022-07-30,2022-07-31,NONL,STRAY,MED,YOUNG
A1776427,2022-07-31,2022-08-04,LCOM,STRAY,SMALL,YOUNG
A1776448,2022-07-31,2022-07-31,LCOM,STRAY,_UNKNOWN_,YOUNG
A1776469,2022-07-31,2022-08-30,TRAN,STRAY,SMALL,YOUNG
A1776470,2022-07-31,2022-09-08,LCOM,STRAY,MED,YOUNG
A1768741,2022-07-31,2023-01-26,NONL,RET,LARGE,YOUNG
A1776484,2022-07-31,2022-08-19,LCOM,STRAY,LARGE,YOUNG
A1776490,2022-07-31,2022-08-17,TRAN,STRAY,SMALL,SENIOR
A1772745,2022-07-31,2022-08-07,LCOM,RET,PUPPY,JUVENILE
A1772746,2022-07-31,2022-08-06,LCOM,RET,PUPPY,JUVENILE
A1772747,2022-07-31,2022-08-13,LCOM,RET,PUPPY,JUVENILE
A1776498,2022-07-31,2022-08-05,TRAN,STRAY,SMALL,ADULT
A1776504,2022-07-31,2022-08-28,LCOM,STRAY,MED,JUVENILE
A1483716,2022-07-31,2023-03-02,LCOM,STRAY,LARGE,SENIOR
A1776539,2022-07-31,2022-08-05,LCOM,OTH,LARGE,JUVENILE
A1342904,2022-07-31,2022-08-01,LCOM,OTH,MED,SENIOR
A1776534,2022-07-31,2022-08-01,LCOM,OTH,LARGE,YOUNG
A1776551,2022-08-01,2022-08-05,LCOM,STRAY,MED,YOUNG
A1776577,2022-08-01,2022-08-19,NONL,STRAY,SMALL,JUVENILE
A1216219,2022-08-01,2022-08-02,LCOM,STRAY,SMALL,SENIOR
A1776603,2022-08-01,2022-08-16,LCOM,STRAY,LARGE,JUVENILE
A1772742,2022-08-01,2022-08-06,LCOM,RET,PUPPY,JUVENILE
A1772743,2022-08-01,2022-08-06,LCOM,RET,PUPPY,JUVENILE
A1772744,2022-08-01,2022-08-01,LCOM,RET,PUPPY,JUVENILE
A1776605,2022-08-01,2022-08-24,LCOM,STRAY,SMALL,YOUNG
A1776619,2022-08-01,2022-08-02,LCOM,STRAY,SMALL,JUVENILE
A1776635,2022-08-01,2022-08-10,LCOM,STRAY,SMALL,ADULT
A1776660,2022-08-01,2022-08-05,LCOM,STRAY,PUPPY,JUVENILE
A1776662,2022-08-01,2022-09-01,TRAN,STRAY,LARGE,ADULT
A1776665,2022-08-01,2022-08-06,LCOM,STRAY,MED,JUVENILE
A1776666,2022-08-01,2022-08-09,LCOM,STRAY,SMALL,YOUNG
A1770932,2022-08-01,2022-08-09,NONL,OTH,SMALL,ADULT
A1618984,2022-08-01,2022-08-10,LCOM,OTH,LARGE,ADULT
A1776681,2022-08-01,2022-08-10,LCOM,OTH,LARGE,YOUNG
A1656150,2022-08-01,2022-08-02,LCOM,STRAY,SMALL,ADULT
A1768553,2022-08-02,2022-08-23,TRAN,OTH,MED,YOUNG
A1776762,2022-08-02,2022-12-10,LCOM,STRAY,LARGE,ADULT
A1776811,2022-08-02,2022-08-19,LCOM,STRAY,SMALL,ADULT
A1776818,2022-08-02,2022-08-07,LCOM,STRAY,LARGE,YOUNG
A1776820,2022-08-02,2022-08-07,LCOM,STRAY,LARGE,YOUNG
A1774687,2022-08-02,2022-08-05,TRAN,RET,MED,ADULT
A1776894,2022-08-02,2022-09-18,LCOM,STRAY,LARGE,YOUNG
A1352252,2022-08-02,2022-08-10,LCOM,OTH,LARGE,ADULT
A1545815,2022-08-02,2022-08-04,LCOM,STRAY,LARGE,ADULT
A1547868,2022-08-02,2022-08-04,LCOM,STRAY,LARGE,ADULT
A1775597,2022-08-03,2022-08-03,LCOM,RET,SMALL,YOUNG
A1776979,2022-08-03,2022-08-03,LCOM,STRAY,SMALL,ADULT
A1771652,2022-08-03,2022-09-10,LCOM,RET,LARGE,YOUNG
A1776982,2022-08-03,2022-08-10,LCOM,STRAY,MED,YOUNG
A1776985,2022-08-03,2022-08-07,LCOM,STRAY,PUPPY,JUVENILE
A1776999,2022-08-03,2022-08-07,LCOM,STRAY,SMALL,JUVENILE
A1777000,2022-08-03,2022-08-08,LCOM,STRAY,LARGE,YOUNG
A1777003,2022-08-03,2022-08-08,LCOM,STRAY,PUPPY,JUVENILE
A1777005,2022-08-03,2022-08-08,LCOM,STRAY,PUPPY,JUVENILE
A1777006,2022-08-03,2022-08-08,LCOM,STRAY,PUPPY,JUVENILE
A1777015,2022-08-03,2022-09-25,LCOM,STRAY,LARGE,YOUNG
A1777016,2022-08-03,2022-08-03,NONL,STRAY,SMALL,SENIOR
A1777031,2022-08-03,2022-08-07,LCOM,STRAY,MED,YOUNG
A1696510,2022-08-03,2022-08-04,LCOM,STRAY,MED,ADULT
A1777061,2022-08-03,2022-08-15,LCOM,STRAY,SMALL,YOUNG
A1777102,2022-08-03,2022-10-29,TRAN,STRAY,LARGE,ADULT
A1777120,2022-08-03,2022-08-21,LCOM,STRAY,LARGE,YOUNG
A1777138,2022-08-03,2022-08-22,LCOM,OTH,LARGE,ADULT
A1751769,2022-08-03,2022-08-04,LCOM,OTH,MED,ADULT
A1746274,2022-08-03,2022-08-13,LCOM,OTH,LARGE,YOUNG
A1777145,2022-08-03,2022-08-04,LCOM,STRAY,LARGE,ADULT
A1774815,2022-08-04,2022-08-15,NONL,RET,LARGE,YOUNG
A1777247,2022-08-04,2022-08-07,LCOM,OTH,_UNKNOWN_,JUVENILE
A1777262,2022-08-04,2022-08-22,LCOM,STRAY,LARGE,JUVENILE
A1777264,2022-08-04,2022-08-04,LCOM,STRAY,MED,YOUNG
A1777271,2022-08-04,2022-08-16,TRAN,STRAY,MED,YOUNG
A1777280,2022-08-04,2022-08-10,TRAN,STRAY,SMALL,SENIOR
A1764881,2022-08-04,2022-11-18,LCOM,RET,LARGE,YOUNG
A1777305,2022-08-04,2022-08-08,LCOM,STRAY,PUPPY,JUVENILE
A1776042,2022-08-04,2022-08-25,LCOM,RET,LARGE,JUVENILE
A1696510,2022-08-04,2022-08-22,LCOM,OWNER,MED,ADULT
A1777333,2022-08-04,2022-08-05,LCOM,STRAY,SMALL,SENIOR
A1777341,2022-08-04,2022-08-05,LCOM,STRAY,MED,SENIOR
A1777342,2022-08-04,2022-09-01,LCOM,OTH,LARGE,YOUNG
A1464995,2022-08-05,2022-09-19,LCOM,STRAY,LARGE,ADULT
A1777503,2022-08-05,2022-08-09,LCOM,STRAY,PUPPY,JUVENILE
A1777504,2022-08-05,2022-08-15,TRAN,STRAY,SMALL,SENIOR
A1777505,2022-08-05,2022-08-06,LCOM,STRAY,SMALL,YOUNG
A1777506,2022-08-05,2022-09-13,NONL,STRAY,LARGE,ADULT
A1735071,2022-08-05,2022-08-12,LCOM,OTH,_UNKNOWN_,YOUNG
A1777515,2022-08-05,2022-08-25,LCOM,STRAY,MED,ADULT
A1777545,2022-08-06,2022-08-06,LCOM,STRAY,MED,YOUNG
A1777546,2022-08-06,2022-08-10,LCOM,STRAY,SMALL,JUVENILE
A1777548,2022-08-06,2022-11-03,TRAN,STRAY,LARGE,ADULT
A1777549,2022-08-06,2022-08-17,LCOM,STRAY,LARGE,YOUNG
A1777552,2022-08-06,2022-09-01,TRAN,OTH,LARGE,JUVENILE
A1776271,2022-08-06,2022-08-11,LCOM,RET,MED,ADULT
A1777577,2022-08-06,2022-08-09,LCOM,STRAY,MED,YOUNG
A1777582,2022-08-06,2022-08-14,LCOM,STRAY,SMALL,YOUNG
A1777583,2022-08-06,2022-08-23,TRAN,STRAY,SMALL,YOUNG
A1657596,2022-08-06,2022-12-20,LCOM,OWNER,LARGE,YOUNG
A1777591,2022-08-06,2022-08-12,LCOM,STRAY,SMALL,YOUNG
A1777594,2022-08-06,2022-08-06,LCOM,STRAY,LARGE,YOUNG
A1777595,2022-08-06,2022-08-06,LCOM,STRAY,LARGE,YOUNG
A1777605,2022-08-06,2022-08-08,LCOM,STRAY,MED,YOUNG
A1363417,2022-08-06,2022-08-07,LCOM,STRAY,SMALL,ADULT
A1777611,2022-08-06,2022-08-07,LCOM,STRAY,MED,SENIOR
A1673404,2022-08-06,2022-08-12,LCOM,OTH,_UNKNOWN_,YOUNG
A1777616,2022-08-07,2022-08-07,LCOM,STRAY,LARGE,YOUNG
A1777617,2022-08-07,2022-08-08,LCOM,STRAY,LARGE,ADULT
A1747175,2022-08-07,2022-08-08,LCOM,STRAY,LARGE,YOUNG
A1777638,2022-08-07,2022-08-07,LCOM,STRAY,LARGE,YOUNG
A1777642,2022-08-07,2022-08-14,LCOM,STRAY,MED,JUVENILE
A1777645,2022-08-07,2022-08-08,LCOM,STRAY,LARGE,YOUNG
A1777653,2022-08-07,2022-08-15,LCOM,STRAY,PUPPY,JUVENILE
A1777655,2022-08-07,2022-08-11,LCOM,STRAY,SMALL,YOUNG
A1777654,2022-08-07,2022-08-08,LCOM,STRAY,MED,JUVENILE
A1777662,2022-08-07,2022-08-25,TRAN,STRAY,SMALL,ADULT
A1777665,2022-08-07,2022-08-07,LCOM,STRAY,LARGE,YOUNG
A1777667,2022-08-07,2022-08-07,LCOM,STRAY,LARGE,YOUNG
A1777669,2022-08-07,2022-08-08,LCOM,STRAY,LARGE,YOUNG
A1777670,2022-08-07,2022-08-08,LCOM,STRAY,LARGE,YOUNG
A1774593,2022-08-07,2022-09-10,LCOM,RET,LARGE,YOUNG
A1455982,2022-08-07,2022-09-15,NONL,OTH,LARGE,ADULT
A1777700,2022-08-07,2022-08-18,TRAN,STRAY,MED,ADULT
A1777705,2022-08-07,2022-08-10,LCOM,OTH,LARGE,YOUNG
A1777706,2022-08-07,2022-08-10,LCOM,OTH,MED,JUVENILE
A1777708,2022-08-08,2022-08-14,LCOM,STRAY,LARGE,JUVENILE
A1777709,2022-08-08,2022-08-14,LCOM,STRAY,LARGE,JUVENILE
A1774100,2022-08-08,2022-08-22,TRAN,OTH,MED,YOUNG
A1777718,2022-08-08,2022-10-06,TRAN,STRAY,LARGE,JUVENILE
A1776985,2022-08-08,2022-08-08,LCOM,RET,PUPPY,JUVENILE
A1776388,2022-08-08,2022-08-09,LCOM,RET,SMALL,YOUNG
A1777748,2022-08-08,2022-08-09,TRAN,STRAY,PUPPY,JUVENILE
A1776309,2022-08-08,2022-08-16,LCOM,RET,LARGE,JUVENILE
A1776308,2022-08-08,2022-08-16,LCOM,RET,LARGE,YOUNG
A1645827,2022-08-08,2022-08-09,LCOM,STRAY,LARGE,ADULT
A1777789,2022-08-08,2022-09-16,NONL,STRAY,LARGE,YOUNG
A1777794,2022-08-08,2022-08-13,LCOM,STRAY,SMALL,YOUNG
A1778126,2022-08-09,2022-08-30,LCOM,STRAY,LARGE,ADULT
A1778144,2022-08-09,2022-08-16,LCOM,STRAY,LARGE,ADULT
A1778156,2022-08-09,2022-08-15,LCOM,OTH,MED,YOUNG
A1777778,2022-08-08,2022-12-29,LCOM,STRAY,LARGE,YOUNG
A1778167,2022-08-09,2022-08-14,LCOM,STRAY,SMALL,JUVENILE
A1778170,2022-08-09,2022-08-18,TRAN,STRAY,SMALL,YOUNG
A1778185,2022-08-09,2022-08-20,LCOM,STRAY,LARGE,YOUNG
